group1,group2,meandiff,p-adj,lower,upper,reject,dbname
A,K,-0.0001,0.0009,-0.0001,-0.0,True,sp|Q86YS6|RAB43_HUMAN
B,K,-0.0,0.5445,-0.0001,0.0,False,sp|Q86YS6|RAB43_HUMAN
A,B,-0.0001,0.0,-0.0001,-0.0001,True,sp|Q8IVL6|P3H3_HUMAN
A,K,-0.0001,0.0003,-0.0001,-0.0,True,sp|Q8IVL6|P3H3_HUMAN
B,K,0.0,0.3717,-0.0,0.0001,False,sp|Q8IVL6|P3H3_HUMAN
A,B,-0.0,0.0426,-0.0,-0.0,True,sp|Q8IXI2|MIRO1_HUMAN
A,K,-0.0,0.002,-0.0,-0.0,True,sp|Q8IXI2|MIRO1_HUMAN
B,K,-0.0,0.4858,-0.0,0.0,False,sp|Q8IXI2|MIRO1_HUMAN
A,B,0.0001,0.0125,0.0,0.0001,True,sp|Q8IYD1|ERF3B_HUMAN
A,K,-0.0,0.2729,-0.0001,0.0,False,sp|Q8IYD1|ERF3B_HUMAN
B,K,-0.0001,0.0027,-0.0002,-0.0,True,sp|Q8IYD1|ERF3B_HUMAN
A,B,-0.0,0.1976,-0.0,0.0,False,sp|Q8IYM9|TRI22_HUMAN
A,K,-0.0001,0.0002,-0.0001,-0.0,True,sp|Q8IYM9|TRI22_HUMAN
B,K,-0.0,0.0427,-0.0001,-0.0,True,sp|Q8IYM9|TRI22_HUMAN
A,B,0.0,0.0029,0.0,0.0,True,sp|Q8N0U8|VKORL_HUMAN
A,K,-0.0,0.9304,-0.0,0.0,False,sp|Q8N0U8|VKORL_HUMAN
B,K,-0.0,0.0013,-0.0,-0.0,True,sp|Q8N0U8|VKORL_HUMAN
A,B,-0.0,0.0047,-0.0,-0.0,True,sp|Q8N1G2|CMTR1_HUMAN
A,K,-0.0,0.0007,-0.0001,-0.0,True,sp|Q8N1G2|CMTR1_HUMAN
B,K,-0.0,0.5812,-0.0,0.0,False,sp|Q8N1G2|CMTR1_HUMAN
A,B,0.0,0.0054,0.0,0.0,True,sp|Q8N442|GUF1_HUMAN
A,K,0.0,0.9937,-0.0,0.0,False,sp|Q8N442|GUF1_HUMAN
B,K,-0.0,0.0048,-0.0,-0.0,True,sp|Q8N442|GUF1_HUMAN
A,B,0.0001,0.0002,0.0001,0.0001,True,sp|Q8NBQ5|DHB11_HUMAN
A,K,0.0,0.9635,-0.0,0.0,False,sp|Q8NBQ5|DHB11_HUMAN
B,K,-0.0001,0.0014,-0.0001,-0.0,True,sp|Q8NBQ5|DHB11_HUMAN
A,B,-0.0,0.9401,-0.0,0.0,False,sp|Q8NEZ2|VP37A_HUMAN
A,K,0.0,0.0005,0.0,0.0,True,sp|Q8NEZ2|VP37A_HUMAN
B,K,0.0,0.0039,0.0,0.0001,True,sp|Q8NEZ2|VP37A_HUMAN
A,B,0.0001,0.0023,0.0,0.0001,True,sp|Q8NFI4|F10A5_HUMAN
A,K,0.0,0.9666,-0.0,0.0,False,sp|Q8NFI4|F10A5_HUMAN
B,K,-0.0001,0.0014,-0.0001,-0.0,True,sp|Q8NFI4|F10A5_HUMAN
A,B,-0.0001,0.0055,-0.0001,-0.0,True,sp|Q8NFQ8|TOIP2_HUMAN
A,K,0.0,0.8066,-0.0,0.0001,False,sp|Q8NFQ8|TOIP2_HUMAN
B,K,0.0001,0.0009,0.0,0.0001,True,sp|Q8NFQ8|TOIP2_HUMAN
A,B,0.0001,0.5038,-0.0001,0.0002,False,sp|Q8NI22|MCFD2_HUMAN
A,K,-0.0001,0.0355,-0.0002,-0.0,True,sp|Q8NI22|MCFD2_HUMAN
B,K,-0.0002,0.0017,-0.0003,-0.0001,True,sp|Q8NI22|MCFD2_HUMAN
A,B,-0.0,0.4315,-0.0,0.0,False,sp|Q8TB61|S35B2_HUMAN
A,K,0.0,0.0024,0.0,0.0,True,sp|Q8TB61|S35B2_HUMAN
B,K,0.0,0.0001,0.0,0.0001,True,sp|Q8TB61|S35B2_HUMAN
A,B,-0.0001,0.0091,-0.0001,-0.0,True,sp|Q8TCS8|PNPT1_HUMAN
A,K,-0.0001,0.0,-0.0002,-0.0001,True,sp|Q8TCS8|PNPT1_HUMAN
B,K,-0.0001,0.0364,-0.0001,-0.0,True,sp|Q8TCS8|PNPT1_HUMAN
A,B,0.0,0.6234,-0.0,0.0001,False,sp|Q8TDB6|DTX3L_HUMAN
A,K,-0.0001,0.0065,-0.0001,-0.0,True,sp|Q8TDB6|DTX3L_HUMAN
B,K,-0.0001,0.0037,-0.0002,-0.0,True,sp|Q8TDB6|DTX3L_HUMAN
A,B,0.0,0.0009,0.0,0.0,True,sp|Q8WVM0|TFB1M_HUMAN
A,K,0.0,0.5045,-0.0,0.0,False,sp|Q8WVM0|TFB1M_HUMAN
B,K,-0.0,0.0152,-0.0,-0.0,True,sp|Q8WVM0|TFB1M_HUMAN
A,B,-0.0,0.0208,-0.0,-0.0,True,sp|Q8WVM7|STAG1_HUMAN
A,K,-0.0,0.0011,-0.0,-0.0,True,sp|Q8WVM7|STAG1_HUMAN
B,K,-0.0,0.1528,-0.0,0.0,False,sp|Q8WVM7|STAG1_HUMAN
A,B,-0.0,0.0005,-0.0,-0.0,True,sp|Q8WWI5|CTL1_HUMAN
A,K,-0.0,0.017,-0.0,-0.0,True,sp|Q8WWI5|CTL1_HUMAN
B,K,0.0,0.457,-0.0,0.0,False,sp|Q8WWI5|CTL1_HUMAN
A,B,-0.0002,0.0005,-0.0003,-0.0001,True,sp|Q8WXC6|CSN9_HUMAN
A,K,-0.0001,0.2804,-0.0002,0.0,False,sp|Q8WXC6|CSN9_HUMAN
B,K,0.0001,0.0252,0.0,0.0002,True,sp|Q8WXC6|CSN9_HUMAN
A,B,-0.0001,0.0002,-0.0001,-0.0,True,sp|Q92692|NECT2_HUMAN
A,K,-0.0001,0.0004,-0.0001,-0.0,True,sp|Q92692|NECT2_HUMAN
B,K,0.0,0.9847,-0.0,0.0,False,sp|Q92692|NECT2_HUMAN
A,B,-0.0001,0.0006,-0.0001,-0.0,True,sp|Q92791|SC65_HUMAN
A,K,-0.0,0.0321,-0.0001,-0.0,True,sp|Q92791|SC65_HUMAN
B,K,0.0,0.3213,-0.0,0.0,False,sp|Q92791|SC65_HUMAN
A,B,-0.0,0.6824,-0.0001,0.0,False,sp|Q969H8|MYDGF_HUMAN
A,K,-0.0001,0.0004,-0.0002,-0.0,True,sp|Q969H8|MYDGF_HUMAN
B,K,-0.0001,0.0048,-0.0001,-0.0,True,sp|Q969H8|MYDGF_HUMAN
A,B,0.0001,0.0273,0.0,0.0002,True,sp|Q96C19|EFHD2_HUMAN
A,K,-0.0,0.4947,-0.0001,0.0,False,sp|Q96C19|EFHD2_HUMAN
B,K,-0.0001,0.0012,-0.0002,-0.0,True,sp|Q96C19|EFHD2_HUMAN
A,B,-0.0,0.5961,-0.0,0.0,False,sp|Q96CN7|ISOC1_HUMAN
A,K,-0.0001,0.0011,-0.0001,-0.0,True,sp|Q96CN7|ISOC1_HUMAN
B,K,-0.0,0.013,-0.0001,-0.0,True,sp|Q96CN7|ISOC1_HUMAN
A,B,-0.0,0.6495,-0.0001,0.0,False,sp|Q96CW1|AP2M1_HUMAN
A,K,-0.0001,0.0016,-0.0002,-0.0,True,sp|Q96CW1|AP2M1_HUMAN
B,K,-0.0001,0.0182,-0.0001,-0.0,True,sp|Q96CW1|AP2M1_HUMAN
A,B,0.0,0.0006,0.0,0.0,True,sp|Q96D71|REPS1_HUMAN
A,K,0.0,0.8882,-0.0,0.0,False,sp|Q96D71|REPS1_HUMAN
B,K,-0.0,0.0004,-0.0,-0.0,True,sp|Q96D71|REPS1_HUMAN
A,B,-0.0,0.0017,-0.0001,-0.0,True,sp|Q96EH3|MASU1_HUMAN
A,K,-0.0,0.2668,-0.0,0.0,False,sp|Q96EH3|MASU1_HUMAN
B,K,0.0,0.1214,-0.0,0.0001,False,sp|Q96EH3|MASU1_HUMAN
A,B,-0.0,0.0072,-0.0,-0.0,True,sp|Q96ES7|SGF29_HUMAN
A,K,0.0,0.0,0.0,0.0,True,sp|Q96ES7|SGF29_HUMAN
B,K,0.0,0.0,0.0,0.0,True,sp|Q96ES7|SGF29_HUMAN
A,B,-0.0,0.9382,-0.0001,0.0001,False,sp|Q96IX5|ATPMK_HUMAN
A,K,0.0001,0.0077,0.0,0.0002,True,sp|Q96IX5|ATPMK_HUMAN
B,K,0.0001,0.003,0.0,0.0002,True,sp|Q96IX5|ATPMK_HUMAN
A,B,0.0,0.0,0.0,0.0,True,sp|Q96L91|EP400_HUMAN
A,K,-0.0,0.7704,-0.0,0.0,False,sp|Q96L91|EP400_HUMAN
B,K,-0.0,0.0,-0.0,-0.0,True,sp|Q96L91|EP400_HUMAN
A,B,-0.0,0.6738,-0.0001,0.0,False,sp|Q96M96|FGD4_HUMAN
A,K,0.0001,0.0042,0.0,0.0001,True,sp|Q96M96|FGD4_HUMAN
B,K,0.0001,0.0009,0.0,0.0001,True,sp|Q96M96|FGD4_HUMAN
A,B,-0.0,0.0066,-0.0,-0.0,True,sp|Q96NE9|FRMD6_HUMAN
A,K,-0.0,0.0004,-0.0,-0.0,True,sp|Q96NE9|FRMD6_HUMAN
B,K,-0.0,0.5164,-0.0,0.0,False,sp|Q96NE9|FRMD6_HUMAN
A,B,-0.0,0.0071,-0.0001,-0.0,True,sp|Q96RD7|PANX1_HUMAN
A,K,-0.0,0.0053,-0.0001,-0.0,True,sp|Q96RD7|PANX1_HUMAN
B,K,-0.0,0.9055,-0.0,0.0,False,sp|Q96RD7|PANX1_HUMAN
A,B,0.0,0.0,0.0,0.0001,True,sp|Q96SB4|SRPK1_HUMAN
A,K,0.0,0.0533,-0.0,0.0,False,sp|Q96SB4|SRPK1_HUMAN
B,K,-0.0,0.014,-0.0,-0.0,True,sp|Q96SB4|SRPK1_HUMAN
A,B,0.0001,0.0001,0.0,0.0001,True,sp|Q99439|CNN2_HUMAN
A,K,0.0,0.383,-0.0,0.0001,False,sp|Q99439|CNN2_HUMAN
B,K,-0.0001,0.0053,-0.0001,-0.0,True,sp|Q99439|CNN2_HUMAN
A,B,-0.0001,0.0,-0.0001,-0.0,True,sp|Q99519|NEUR1_HUMAN
A,K,-0.0,0.7134,-0.0001,0.0,False,sp|Q99519|NEUR1_HUMAN
B,K,0.0001,0.0006,0.0,0.0001,True,sp|Q99519|NEUR1_HUMAN
A,B,-0.0001,0.0004,-0.0001,-0.0,True,sp|Q99538|LGMN_HUMAN
A,K,-0.0001,0.0014,-0.0001,-0.0,True,sp|Q99538|LGMN_HUMAN
B,K,0.0,0.9386,-0.0,0.0001,False,sp|Q99538|LGMN_HUMAN
A,B,-0.0001,0.0019,-0.0001,-0.0,True,sp|Q99755|PI51A_HUMAN
A,K,-0.0,0.067,-0.0001,0.0,False,sp|Q99755|PI51A_HUMAN
B,K,0.0,0.0978,-0.0,0.0001,False,sp|Q99755|PI51A_HUMAN
A,B,0.0,0.1012,-0.0,0.0001,False,sp|Q9BQ61|TRIR_HUMAN
A,K,-0.0,0.3727,-0.0001,0.0,False,sp|Q9BQ61|TRIR_HUMAN
B,K,-0.0001,0.002,-0.0001,-0.0,True,sp|Q9BQ61|TRIR_HUMAN
A,B,-0.0001,0.0,-0.0002,-0.0001,True,sp|Q9BQE5|APOL2_HUMAN
A,K,-0.0002,0.0,-0.0002,-0.0001,True,sp|Q9BQE5|APOL2_HUMAN
B,K,-0.0,0.2292,-0.0001,0.0,False,sp|Q9BQE5|APOL2_HUMAN
A,B,0.0001,0.1641,-0.0,0.0002,False,sp|Q9BRG1|VPS25_HUMAN
A,K,0.0002,0.0015,0.0001,0.0003,True,sp|Q9BRG1|VPS25_HUMAN
B,K,0.0001,0.0775,-0.0,0.0002,False,sp|Q9BRG1|VPS25_HUMAN
A,B,0.0001,0.0,0.0001,0.0002,True,sp|Q9BRX8|PXL2A_HUMAN
A,K,-0.0,0.3464,-0.0001,0.0,False,sp|Q9BRX8|PXL2A_HUMAN
B,K,-0.0001,0.0,-0.0002,-0.0001,True,sp|Q9BRX8|PXL2A_HUMAN
A,B,-0.0001,0.0004,-0.0002,-0.0001,True,sp|Q9BS26|ERP44_HUMAN
A,K,-0.0,0.3894,-0.0001,0.0,False,sp|Q9BS26|ERP44_HUMAN
B,K,0.0001,0.0165,0.0,0.0002,True,sp|Q9BS26|ERP44_HUMAN
A,B,0.0,0.0,0.0,0.0,True,sp|Q9BUE6|ISCA1_HUMAN
A,K,-0.0,0.8498,-0.0,0.0,False,sp|Q9BUE6|ISCA1_HUMAN
B,K,-0.0,0.0001,-0.0,-0.0,True,sp|Q9BUE6|ISCA1_HUMAN
A,B,-0.0001,0.3877,-0.0002,0.0,False,sp|Q9BWJ5|SF3B5_HUMAN
A,K,0.0001,0.0021,0.0,0.0002,True,sp|Q9BWJ5|SF3B5_HUMAN
B,K,0.0002,0.0,0.0001,0.0003,True,sp|Q9BWJ5|SF3B5_HUMAN
A,B,0.0,0.0059,0.0,0.0001,True,sp|Q9BXJ9|NAA15_HUMAN
A,K,0.0,0.9991,-0.0,0.0,False,sp|Q9BXJ9|NAA15_HUMAN
B,K,-0.0,0.0056,-0.0001,-0.0,True,sp|Q9BXJ9|NAA15_HUMAN
A,B,0.0,0.0114,0.0,0.0001,True,sp|Q9BYG3|MK67I_HUMAN
A,K,0.0001,0.0005,0.0,0.0001,True,sp|Q9BYG3|MK67I_HUMAN
B,K,0.0,0.5216,-0.0,0.0,False,sp|Q9BYG3|MK67I_HUMAN
A,B,0.0001,0.0003,0.0,0.0001,True,sp|Q9BZK7|TBL1R_HUMAN
A,K,0.0,0.9735,-0.0,0.0,False,sp|Q9BZK7|TBL1R_HUMAN
B,K,-0.0001,0.0003,-0.0001,-0.0,True,sp|Q9BZK7|TBL1R_HUMAN
A,B,-0.0,0.0011,-0.0,-0.0,True,sp|Q9C0D5|TANC1_HUMAN
A,K,-0.0,0.0025,-0.0,-0.0,True,sp|Q9C0D5|TANC1_HUMAN
B,K,-0.0,0.9418,-0.0,0.0,False,sp|Q9C0D5|TANC1_HUMAN
A,B,0.0001,0.0008,0.0,0.0001,True,sp|Q9GZL7|WDR12_HUMAN
A,K,-0.0,0.97,-0.0,0.0,False,sp|Q9GZL7|WDR12_HUMAN
B,K,-0.0001,0.0004,-0.0001,-0.0,True,sp|Q9GZL7|WDR12_HUMAN
A,B,0.0,0.0064,0.0,0.0,True,sp|Q9H074|PAIP1_HUMAN
A,K,-0.0,0.6943,-0.0,0.0,False,sp|Q9H074|PAIP1_HUMAN
B,K,-0.0,0.0007,-0.0001,-0.0,True,sp|Q9H074|PAIP1_HUMAN
A,B,-0.0001,0.0185,-0.0001,-0.0,True,sp|Q9H3G5|CPVL_HUMAN
A,K,-0.0001,0.0007,-0.0001,-0.0,True,sp|Q9H3G5|CPVL_HUMAN
B,K,-0.0,0.3437,-0.0001,0.0,False,sp|Q9H3G5|CPVL_HUMAN
A,B,-0.0,0.1121,-0.0001,0.0,False,sp|Q9H4A6|GOLP3_HUMAN
A,K,-0.0001,0.0011,-0.0001,-0.0,True,sp|Q9H4A6|GOLP3_HUMAN
B,K,-0.0,0.1953,-0.0001,0.0,False,sp|Q9H4A6|GOLP3_HUMAN
A,B,0.0,0.2851,-0.0,0.0,False,sp|Q9H4L5|OSBL3_HUMAN
A,K,0.0,0.0008,0.0,0.0001,True,sp|Q9H4L5|OSBL3_HUMAN
B,K,0.0,0.0272,0.0,0.0,True,sp|Q9H4L5|OSBL3_HUMAN
A,B,-0.0001,0.002,-0.0001,-0.0,True,sp|Q9H845|ACAD9_HUMAN
A,K,-0.0,0.9919,-0.0,0.0,False,sp|Q9H845|ACAD9_HUMAN
B,K,0.0001,0.0028,0.0,0.0001,True,sp|Q9H845|ACAD9_HUMAN
A,B,0.0,0.8333,-0.0,0.0,False,sp|Q9H9E3|COG4_HUMAN
A,K,0.0,0.0001,0.0,0.0,True,sp|Q9H9E3|COG4_HUMAN
B,K,0.0,0.0011,0.0,0.0,True,sp|Q9H9E3|COG4_HUMAN
A,B,-0.0,0.1584,-0.0001,0.0,False,sp|Q9H9J2|RM44_HUMAN
A,K,-0.0001,0.0001,-0.0001,-0.0,True,sp|Q9H9J2|RM44_HUMAN
B,K,-0.0,0.0262,-0.0001,-0.0,True,sp|Q9H9J2|RM44_HUMAN
A,B,-0.0,0.0004,-0.0,-0.0,True,sp|Q9HAU0|PKHA5_HUMAN
A,K,-0.0,0.0111,-0.0,-0.0,True,sp|Q9HAU0|PKHA5_HUMAN
B,K,0.0,0.076,-0.0,0.0,False,sp|Q9HAU0|PKHA5_HUMAN
A,B,0.0,0.0026,0.0,0.0,True,sp|Q9HBL0|TENS1_HUMAN
A,K,-0.0,0.273,-0.0,0.0,False,sp|Q9HBL0|TENS1_HUMAN
B,K,-0.0,0.0003,-0.0,-0.0,True,sp|Q9HBL0|TENS1_HUMAN
A,B,0.0,0.0386,0.0,0.0001,True,sp|Q9HCN8|SDF2L_HUMAN
A,K,-0.0001,0.0029,-0.0001,-0.0,True,sp|Q9HCN8|SDF2L_HUMAN
B,K,-0.0001,0.0,-0.0001,-0.0001,True,sp|Q9HCN8|SDF2L_HUMAN
A,B,-0.0,0.8175,-0.0,0.0,False,sp|Q9NUQ7|UFSP2_HUMAN
A,K,0.0,0.015,0.0,0.0,True,sp|Q9NUQ7|UFSP2_HUMAN
B,K,0.0,0.003,0.0,0.0001,True,sp|Q9NUQ7|UFSP2_HUMAN
A,B,-0.0001,0.0,-0.0001,-0.0,True,sp|Q9NW15|ANO10_HUMAN
A,K,-0.0,0.1621,-0.0,0.0,False,sp|Q9NW15|ANO10_HUMAN
B,K,0.0,0.0023,0.0,0.0001,True,sp|Q9NW15|ANO10_HUMAN
A,B,-0.0,0.544,-0.0,0.0,False,sp|Q9NWX5|ASB6_HUMAN
A,K,0.0,0.0016,0.0,0.0,True,sp|Q9NWX5|ASB6_HUMAN
B,K,0.0,0.001,0.0,0.0,True,sp|Q9NWX5|ASB6_HUMAN
A,B,-0.0001,0.0006,-0.0001,-0.0,True,sp|Q9NYL9|TMOD3_HUMAN
A,K,-0.0001,0.0206,-0.0001,-0.0,True,sp|Q9NYL9|TMOD3_HUMAN
B,K,0.0,0.4237,-0.0,0.0001,False,sp|Q9NYL9|TMOD3_HUMAN
A,B,-0.0001,0.0054,-0.0001,-0.0,True,sp|Q9NZ08|ERAP1_HUMAN
A,K,-0.0001,0.0028,-0.0001,-0.0,True,sp|Q9NZ08|ERAP1_HUMAN
B,K,-0.0,0.9705,-0.0,0.0,False,sp|Q9NZ08|ERAP1_HUMAN
A,B,-0.0,0.0072,-0.0001,-0.0,True,sp|Q9NZT2|OGFR_HUMAN
A,K,-0.0001,0.0003,-0.0001,-0.0,True,sp|Q9NZT2|OGFR_HUMAN
B,K,-0.0,0.5496,-0.0,0.0,False,sp|Q9NZT2|OGFR_HUMAN
A,B,0.0,0.0073,0.0,0.0,True,sp|Q9NZU5|LMCD1_HUMAN
A,K,-0.0,0.5325,-0.0,0.0,False,sp|Q9NZU5|LMCD1_HUMAN
B,K,-0.0,0.0013,-0.0,-0.0,True,sp|Q9NZU5|LMCD1_HUMAN
A,B,-0.0,0.2031,-0.0001,0.0,False,sp|Q9P0S9|TM14C_HUMAN
A,K,-0.0001,0.0005,-0.0002,-0.0,True,sp|Q9P0S9|TM14C_HUMAN
B,K,-0.0001,0.0464,-0.0001,-0.0,True,sp|Q9P0S9|TM14C_HUMAN
A,B,0.0,0.0008,0.0,0.0001,True,sp|Q9P273|TEN3_HUMAN
A,K,0.0,0.7537,-0.0,0.0,False,sp|Q9P273|TEN3_HUMAN
B,K,-0.0,0.0035,-0.0001,-0.0,True,sp|Q9P273|TEN3_HUMAN
A,B,0.0,0.0082,0.0,0.0001,True,sp|Q9P287|BCCIP_HUMAN
A,K,-0.0,0.984,-0.0,0.0,False,sp|Q9P287|BCCIP_HUMAN
B,K,-0.0,0.0036,-0.0001,-0.0,True,sp|Q9P287|BCCIP_HUMAN
A,B,-0.0,0.0319,-0.0,-0.0,True,sp|Q9P2R3|ANFY1_HUMAN
A,K,-0.0,0.0001,-0.0001,-0.0,True,sp|Q9P2R3|ANFY1_HUMAN
B,K,-0.0,0.0913,-0.0,0.0,False,sp|Q9P2R3|ANFY1_HUMAN
A,B,0.0,0.5884,-0.0,0.0001,False,sp|Q9UBQ0|VPS29_HUMAN
A,K,-0.0001,0.0179,-0.0002,-0.0,True,sp|Q9UBQ0|VPS29_HUMAN
B,K,-0.0001,0.0013,-0.0002,-0.0,True,sp|Q9UBQ0|VPS29_HUMAN
A,B,-0.0001,0.0004,-0.0002,-0.0,True,sp|Q9UFG5|CS025_HUMAN
A,K,-0.0,0.5696,-0.0001,0.0,False,sp|Q9UFG5|CS025_HUMAN
B,K,0.0001,0.0073,0.0,0.0001,True,sp|Q9UFG5|CS025_HUMAN
A,B,0.0,0.9988,-0.0001,0.0001,False,sp|Q9UGI8|TES_HUMAN
A,K,-0.0002,0.0004,-0.0002,-0.0001,True,sp|Q9UGI8|TES_HUMAN
B,K,-0.0002,0.0004,-0.0002,-0.0001,True,sp|Q9UGI8|TES_HUMAN
A,B,-0.0,0.9056,-0.0,0.0,False,sp|Q9UGJ0|AAKG2_HUMAN
A,K,0.0001,0.001,0.0,0.0001,True,sp|Q9UGJ0|AAKG2_HUMAN
B,K,0.0001,0.0004,0.0,0.0001,True,sp|Q9UGJ0|AAKG2_HUMAN
A,B,0.0,0.8496,-0.0,0.0,False,sp|Q9UHW9|S12A6_HUMAN
A,K,0.0,0.0029,0.0,0.0,True,sp|Q9UHW9|S12A6_HUMAN
B,K,0.0,0.0063,0.0,0.0,True,sp|Q9UHW9|S12A6_HUMAN
A,B,-0.0,0.0024,-0.0001,-0.0,True,sp|Q9UKM7|MA1B1_HUMAN
A,K,0.0,0.6723,-0.0,0.0,False,sp|Q9UKM7|MA1B1_HUMAN
B,K,0.0,0.0002,0.0,0.0001,True,sp|Q9UKM7|MA1B1_HUMAN
A,B,0.0,0.001,0.0,0.0001,True,sp|Q9UKX7|NUP50_HUMAN
A,K,0.0,0.1998,-0.0,0.0,False,sp|Q9UKX7|NUP50_HUMAN
B,K,-0.0,0.0963,-0.0001,0.0,False,sp|Q9UKX7|NUP50_HUMAN
A,B,-0.0,0.0,-0.0,-0.0,True,sp|Q9UL45|BL1S6_HUMAN
A,K,-0.0,0.0,-0.0,-0.0,True,sp|Q9UL45|BL1S6_HUMAN
B,K,0.0,0.1515,-0.0,0.0,False,sp|Q9UL45|BL1S6_HUMAN
A,B,0.0001,0.0083,0.0,0.0002,True,sp|Q9ULC4|MCTS1_HUMAN
A,K,-0.0,0.9294,-0.0001,0.0001,False,sp|Q9ULC4|MCTS1_HUMAN
B,K,-0.0001,0.003,-0.0002,-0.0,True,sp|Q9ULC4|MCTS1_HUMAN
A,B,-0.0001,0.063,-0.0001,0.0,False,sp|Q9UMX5|NENF_HUMAN
A,K,0.0001,0.1494,-0.0,0.0001,False,sp|Q9UMX5|NENF_HUMAN
B,K,0.0001,0.0004,0.0,0.0002,True,sp|Q9UMX5|NENF_HUMAN
A,B,-0.0,0.0007,-0.0001,-0.0,True,sp|Q9UN79|SOX13_HUMAN
A,K,-0.0,0.0002,-0.0001,-0.0,True,sp|Q9UN79|SOX13_HUMAN
B,K,-0.0,0.8565,-0.0,0.0,False,sp|Q9UN79|SOX13_HUMAN
A,B,0.0001,0.0022,0.0,0.0001,True,sp|Q9Y285|SYFA_HUMAN
A,K,-0.0,0.6957,-0.0001,0.0,False,sp|Q9Y285|SYFA_HUMAN
B,K,-0.0001,0.0002,-0.0001,-0.0,True,sp|Q9Y285|SYFA_HUMAN
A,B,-0.0,0.009,-0.0,-0.0,True,sp|Q9Y2H6|FND3A_HUMAN
A,K,-0.0,0.0031,-0.0,-0.0,True,sp|Q9Y2H6|FND3A_HUMAN
B,K,-0.0,0.922,-0.0,0.0,False,sp|Q9Y2H6|FND3A_HUMAN
A,B,-0.0001,0.001,-0.0002,-0.0,True,sp|Q9Y2R5|RT17_HUMAN
A,K,0.0,0.9985,-0.0001,0.0001,False,sp|Q9Y2R5|RT17_HUMAN
B,K,0.0001,0.001,0.0,0.0002,True,sp|Q9Y2R5|RT17_HUMAN
A,B,-0.0,0.0005,-0.0,-0.0,True,sp|Q9Y303|NAGA_HUMAN
A,K,-0.0,0.0009,-0.0,-0.0,True,sp|Q9Y303|NAGA_HUMAN
B,K,0.0,0.0753,-0.0,0.0,False,sp|Q9Y303|NAGA_HUMAN
A,B,0.0001,0.0001,0.0,0.0001,True,sp|Q9Y3E1|HDGR3_HUMAN
A,K,0.0001,0.0085,0.0,0.0001,True,sp|Q9Y3E1|HDGR3_HUMAN
B,K,-0.0,0.1379,-0.0001,0.0,False,sp|Q9Y3E1|HDGR3_HUMAN
A,B,-0.0002,0.0008,-0.0003,-0.0001,True,sp|Q9Y3Z3|SAMH1_HUMAN
A,K,-0.0002,0.0001,-0.0003,-0.0001,True,sp|Q9Y3Z3|SAMH1_HUMAN
B,K,-0.0,0.6683,-0.0001,0.0001,False,sp|Q9Y3Z3|SAMH1_HUMAN
A,B,-0.0001,0.0001,-0.0001,-0.0,True,sp|Q9Y4W6|AFG32_HUMAN
A,K,-0.0,0.0079,-0.0001,-0.0,True,sp|Q9Y4W6|AFG32_HUMAN
B,K,0.0,0.2733,-0.0,0.0,False,sp|Q9Y4W6|AFG32_HUMAN
A,B,-0.0,0.0039,-0.0001,-0.0,True,sp|Q9Y508|RN114_HUMAN
A,K,-0.0,0.0145,-0.0001,-0.0,True,sp|Q9Y508|RN114_HUMAN
B,K,-0.0,0.9935,-0.0,0.0,False,sp|Q9Y508|RN114_HUMAN
A,B,-0.0,0.9424,-0.0001,0.0001,False,sp|Q9Y6B6|SAR1B_HUMAN
A,K,-0.0001,0.0009,-0.0002,-0.0001,True,sp|Q9Y6B6|SAR1B_HUMAN
B,K,-0.0001,0.0024,-0.0002,-0.0,True,sp|Q9Y6B6|SAR1B_HUMAN
A,B,-0.0001,0.0,-0.0001,-0.0,True,sp|Q9Y6C2|EMIL1_HUMAN
A,K,-0.0001,0.0,-0.0001,-0.0,True,sp|Q9Y6C2|EMIL1_HUMAN
B,K,-0.0,0.799,-0.0,0.0,False,sp|Q9Y6C2|EMIL1_HUMAN
A,B,-0.0001,0.0002,-0.0001,-0.0,True,sp|Q9Y6M5|ZNT1_HUMAN
A,K,-0.0001,0.0,-0.0001,-0.0,True,sp|Q9Y6M5|ZNT1_HUMAN
B,K,-0.0,0.7647,-0.0,0.0,False,sp|Q9Y6M5|ZNT1_HUMAN
